e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,เข้าร่วมประชุมออนไลน์ได้ที่ Microsft Teams ( รหัส : lsijskn ) วันเวลายังไม่แน่ชัดจะแจ้งอีกทีนะครับ,2023-10-02T07:07:28.449852100,6ea69cb6-3c24-4f69-9a41-ff0ec59915fe
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,เข้าร่วมประชุมออนไลน์ได้ที่ Microsft Teams ( รหัส : lsijskn ) วันเวลายังไม่แน่ชัดจะแจ้งอีกทีนะครับ,2023-10-02T07:07:32.337414700,ab3481d7-89f9-48b4-8960-f3d08dc9b2ba
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,เข้าร่วมประชุมออนไลน์ได้ที่ Microsft Teams ( รหัส : lsijskn ) วันเวลายังไม่แน่ชัดจะแจ้งอีกทีนะครับ,2023-10-02T07:07:36.961535400,05248428-9503-46ec-8083-86fa6c34ce01
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,อันนี้เดี๋ยวเรามาประชุมกันหน้างานนะครับ ขอให้ทุกคนมากันด้วยนะครับ,2023-10-02T07:37:26.576888200,04e0f78d-7f91-4973-836d-e89b312dcf3f
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,1,เข้าร่วมประชุมออนไลน์ได้ที่ Microsft Teams ( รหัส : oslfksi ) วันเวลายังไม่แน่ชัดจะแจ้งอีกทีนะครับ,2023-10-02T21:18:57.950554600,ac9f2469-6a17-4051-bfd9-9cc96077f28e
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,new,ใส่ชุดอะไรไปหรอครับ,2023-10-02T21:36:07.328955700,87efb63b-d1f2-483a-b3e1-fff5e1c3c645
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,ใส่ชุดอะไรมาก็ได้ครับ เดี่ยวเราจะมีการแจกชุดสำหรับวันงานจริงครับ,2023-10-02T21:36:32.849394700,87efb63b-d1f2-483a-b3e1-fff5e1c3c645
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,nook,ถ้าไม่สะดวกไปจริงๆเป็นอะไรไหมครับ,2023-10-02T22:44:31.001035800,04e0f78d-7f91-4973-836d-e89b312dcf3f
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,สรุปเราจะประชุมวันที่ 4/10/2023 ที่ Microsoft Teams ที่แจ้งนะครับ,2023-10-03T08:10:59.217409100,6ea69cb6-3c24-4f69-9a41-ff0ec59915fe
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,สรุปเราจะประชุมวันที่ 4/10/2023 ที่ Microsoft Teams ที่แจ้งนะครับ,2023-10-03T08:11:04.705842500,ab3481d7-89f9-48b4-8960-f3d08dc9b2ba
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,สรุปเราจะประชุมวันที่ 4/10/2023 ที่ Microsoft Teams ที่แจ้งนะครับ,2023-10-03T08:11:06.522009800,05248428-9503-46ec-8083-86fa6c34ce01
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,เวลา 10 โมง - เที่ยงนะครับ,2023-10-03T08:11:31.289190400,6ea69cb6-3c24-4f69-9a41-ff0ec59915fe
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,เวลาบ่าย 2 ถึง 4 โมงเย็นนะครับ,2023-10-03T08:11:47.689557200,ab3481d7-89f9-48b4-8960-f3d08dc9b2ba
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,เวลา 1 ทุ่มถึงประมาณ 3 ทุ่มนะครับ,2023-10-03T08:12:19.001726800,05248428-9503-46ec-8083-86fa6c34ce01
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,1,เป็นประชุมวันที่ 4/10/2023 เวลา บ่ายโมงเป็นต้นไปนะครับ,2023-10-03T08:18:57.950554600,ac9f2469-6a17-4051-bfd9-9cc96077f28e
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,1,เดี๋ยวเราไปอบรมกันที่สถานที่จัะดงานนะครับ 5/10/2023 เวลา 11 โมงเป็นต้นไปนะครับ ขอให้ทุกคนมากันด้วยนะครับ,2023-10-03T08:19:51.505782100,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,1,ใส่ชุดอะไรมาก็ได้นะครับ เอาให้ขยับร่างกายได้ถนัดแต่ยังสุภาพหน่อยก็ดีครับ,2023-10-03T08:20:16.818085900,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,1,ไม่เป็นไรครับผม แต่ก็อยากให้มากันครับ แต่ถ้าไม่สะดวกจริงๆก็ไม่เป็นไรครับ,2023-10-03T08:46:22.384340900,04e0f78d-7f91-4973-836d-e89b312dcf3f
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,justinb,แสดงว่าคนผอมก็ใส่ชุดอะไรไปไม่ได้เลยใช่ไหมครับ,2023-10-03T09:49:10.704788200,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,1,ทำไมหรอครับ,2023-10-03T09:50:10.704788200,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,justinb,ก็ชุดมันไม่คัพอะครับ,2023-10-03T10:51:21.296769200,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,justinb,ไม่คัพ(ครับ),2023-10-03T10:51:34.080771100,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,1,555555,2023-10-03T10:52:34.080771100,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลความปลอดภัย,Britney,555555555,2023-10-03T10:52:34.080771100,cee7f2ef-6552-4a81-bf4d-df3fe858b79a
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,1,เราจะประชุมกันใน Microsoft Team (รหัส : lskfuvn) นะครับ วันที่ 5/10/2023 เวลา 8 โมงเป็นต้นไปนะครับ ขอให้ทุกคนเข้าประชุมกันด้วยนะครับ,2023-10-03T21:46:53.840585500,d121822b-20d1-4487-9a1b-3878e0496322
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,1,เราจะประชุมกันใน Microsoft Team (รหัส : lskfuvn) นะครับ วันที่ 5/10/2023 เวลา 12 โมงเป็นต้นไปนะครับ ขอให้ทุกคนเข้าประชุมกันด้วยนะครับ,2023-10-03T21:47:02.272172600,b5184c89-cb55-43a8-aa7c-b971f0e0ed12
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,1,เราจะประชุมกันใน Microsoft Team (รหัส : lskfuvn) นะครับ วันที่ 5/10/2023 เวลา 4 โมงเย็นเป็นต้นไปนะครับ ขอให้ทุกคนเข้าประชุมกันด้วยนะครับ,2023-10-03T21:47:16.015423300,83b26666-dd6a-4845-bf55-2183d88c27fe
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟจัดเตรียมงาน,nook,โอเคครับ,2023-10-03T22:44:13.416954800,05248428-9503-46ec-8083-86fa6c34ce01
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,ice,เดี๋ยวจะมีการประชุมทาง Microsoft Teams รหัสเข้า Teams คือ osinfle นะคะ เข้ามาประชุมกันด้วยนะคะ,2023-10-04T08:01:39.888575400,e19b0d94-91e9-4856-a910-89c3f2711baa
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,ice,เดี๋ยวจะมีการประชุมทาง Microsoft Teams รหัสเข้า Teams คือ osinfle นะคะ เข้ามาประชุมกันด้วยนะคะ,2023-10-04T08:01:44.481160900,b963b63b-659f-421b-9169-dd3c2c1c52a8
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลความปลอดภัย,ice,เดี๋ยวจะมีการประชุมทาง Microsoft Teams รหัสเข้า Teams คือ osinfle นะคะ เข้ามาประชุมกันด้วยนะคะ,2023-10-04T08:01:46.200307700,120be012-1a0f-4f9a-b99f-246e671e77dd
16aa5209-4332-4907-b639-efcec6218f9a,ทีมดูแลทางเข้างาน,ice,ประชุมใน Microsoft Teams น้าา (รหัสเข้า Teams : lsoimrtr ),2023-10-04T08:04:44.840657400,0f0de60f-685f-432b-9280-dfd563a8e437
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,gojo,ตอน 4 โมงเย็นผมไม่น่าจะว่างครับ มีไปหาหมอฟัน พอจะมีสรุปที่ประชุมให้ไหมครับ,2023-10-04T08:49:08.233717600,83b26666-dd6a-4845-bf55-2183d88c27fe
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,เดี๋ยวจะมีการประชุมทาง Microsoft Teams นะคะ เดี๋ยวจะส่งรหัาเข้า Teams ให้อีกทีนะคะ,2023-10-04T08:58:34.505035200,4da75b83-c47c-411c-a413-387b4fba0b4e
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,เดี๋ยวจะมีการประชุมทาง Microsoft Teams นะคะ เดี๋ยวจะส่งรหัาเข้า Teams ให้อีกทีนะคะ,2023-10-04T08:58:38.864609600,8d35121d-013b-4111-a73e-908b21b42243
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,รหัสเข้า Teams คือ lsoksmi นะคะ อย่าลืมเข้ามากันด้วยน้าาา,2023-10-04T09:20:05.264928900,4da75b83-c47c-411c-a413-387b4fba0b4e
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,รหัสเข้า Teams คือ lsoksmi นะคะ อย่าลืมเข้ามากันด้วยน้าา,2023-10-04T09:20:15.369072,8d35121d-013b-4111-a73e-908b21b42243
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,1,ได้ครับ เดี๋ยวทางเราจะมีสรุปการประชุมให้นะครับ,2023-10-04T10:20:11.097475700,83b26666-dd6a-4845-bf55-2183d88c27fe
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,Solomon,โอเคครับผม,2023-10-04T10:41:06.856135100,8d35121d-013b-4111-a73e-908b21b42243
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,Solomon,รับทราบครับ,2023-10-04T10:41:16.088911,4da75b83-c47c-411c-a413-387b4fba0b4e
e90bb7e6-0843-484a-9326-ae4fec4ef020,สตาฟดูแลทางเข้างาน,gojo,ตอน 4 โมงเย็นผมไม่น่าจะว่างครับ มีไปหาหมอฟัน พอจะมีสรุปที่ประชุมให้ไหมครับ,2023-10-05T08:49:08.233717600,83b26666-dd6a-4845-bf55-2183d88c27fe
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,ice,เดี๋ยวเราจะมีการอบรมทุกคนก่อนถึงวันงานจริงนะคะ,2023-10-08T22:06:01.304939,738a4f3c-a6d3-4f10-a3f6-509dea0c9ace
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,ice,อบรมที่สถานที่จัดงานน้า,2023-10-08T22:06:10.640241900,738a4f3c-a6d3-4f10-a3f6-509dea0c9ace
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,ice,วันที่ 10/10/2023 เวลา 8 โมงเป็นต้นไปนะคะ,2023-10-08T22:06:23.969050400,738a4f3c-a6d3-4f10-a3f6-509dea0c9ace
a696b071-b826-47d6-bf3f-9b721044f5de,สตาฟสอนผู้เข้าร่วม,ice,ขอให้ทุกคนมากันด้วยน้าา,2023-10-08T22:06:30.097208700,738a4f3c-a6d3-4f10-a3f6-509dea0c9ace
80ff809d-2d54-40b9-8afc-63658420f3af,ทีมจัดบูธ,ice,เราจะมาจัดบูธร่วมกันในวันที่ 10/10/2023 นะคะ เวลา 10 โมงเป็นต้นไปน้าา มากันด้วยนะๆๆๆ,2023-10-10T08:00:14.528805700,a4761e60-e6d5-40fc-a0e3-7e4ceac1928e
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,Solomon,สอบถามครับ การเตรียมงานวันพรุ่งนี้ต้องไปก่อนงานเริ่มกี่ชั่วโมงครับ,2023-10-12T21:25:31.124280100,1e8c4287-5df3-471f-ac8e-2d8140936c5c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,มาก่อนสัก 1 ชั่วโมงก็ได้ค่ะ,2023-10-12T21:25:55.749132300,1e8c4287-5df3-471f-ac8e-2d8140936c5c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,Solomon,โอเคครับ ขอบคุณครับ,2023-10-12T21:26:17.583056,1e8c4287-5df3-471f-ac8e-2d8140936c5c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,Alicia,ต้องเตรียมอะไรไปไหมคะ,2023-10-12T21:26:50.028796900,1e8c4287-5df3-471f-ac8e-2d8140936c5c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,มาแต่ตัวได้เลยค่ะ,2023-10-12T21:27:19.460616200,1e8c4287-5df3-471f-ac8e-2d8140936c5c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,Alicia,มีกำหนดการแต่งกายไหมคะ,2023-10-12T21:28:19.008330500,1e8c4287-5df3-471f-ac8e-2d8140936c5c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,ขอเสื้อคอปก กางแกงขายาว รองเท้าสุภาพค่ะ,2023-10-12T21:28:53.017763800,1e8c4287-5df3-471f-ac8e-2d8140936c5c
16aa5209-4332-4907-b639-efcec6218f9a,ทีมจัดการบูธ,ice,พรุ่งนี้ 9 โมงนะคะ มาก่อนสักครึ่งชั่วโมงได้จะดีมากค่ะ,2023-10-12T21:30:25.275027900,8d35121d-013b-4111-a73e-908b21b42243
